sequence_id,split,label,sequence_length,source_row_index
allergen_2419,test,1,333,2
allergen_12,test,1,481,3
allergen_117,test,1,320,4
allergen_829,test,1,20,5
allergen_3200,test,1,260,6
allergen_2644,test,1,159,7
allergen_2968,test,1,134,8
allergen_2741,test,1,214,9
allergen_1690,test,1,138,10
allergen_3486,test,1,138,11
allergen_3353,test,1,348,12
allergen_1605,test,1,131,13
allergen_1729,test,1,181,14
allergen_2194,test,1,213,15
allergen_1590,test,1,565,16
allergen_1834,test,1,284,17
allergen_228,test,1,300,18
allergen_2904,test,1,608,19
allergen_2976,test,1,131,20
allergen_1392,test,1,141,21
allergen_550,test,1,773,22
allergen_2492,test,1,193,23
allergen_3474,test,1,136,24
allergen_1657,test,1,207,25
allergen_372,test,1,530,26
allergen_3172,test,1,262,27
allergen_2985,test,1,875,28
allergen_2907,test,1,131,29
allergen_3048,test,1,455,30
allergen_2238,test,1,119,31
allergen_3440,test,1,257,32
allergen_2677,test,1,123,33
allergen_761,test,1,132,34
allergen_1872,test,1,150,35
allergen_3114,test,1,621,36
allergen_3340,test,1,60,37
allergen_2612,test,1,178,38
allergen_2060,test,1,108,39
allergen_636,test,1,346,40
allergen_13,test,1,158,41
allergen_540,test,1,131,42
allergen_2045,test,1,154,43
allergen_2394,test,1,688,44
allergen_1700,test,1,304,45
allergen_76,test,1,317,46
allergen_1138,test,1,316,47
allergen_2123,test,1,193,48
allergen_1347,test,1,145,49
allergen_3338,test,1,70,50
allergen_884,test,1,112,51
allergen_539,test,1,131,52
allergen_3208,test,1,255,53
allergen_1278,test,1,291,54
allergen_18,test,1,168,55
allergen_3305,test,1,109,56
allergen_3097,test,1,217,57
allergen_1139,test,1,179,58
allergen_2897,test,1,128,59
allergen_2211,test,1,99,60
allergen_2248,test,1,293,61
allergen_1715,test,1,24,62
allergen_2588,test,1,22,63
allergen_2733,test,1,375,64
allergen_3542,test,1,245,65
allergen_3530,test,1,523,66
allergen_432,test,1,507,67
allergen_3090,test,1,215,68
allergen_178,test,1,350,69
allergen_2938,test,1,134,70
allergen_1358,test,1,73,71
allergen_2267,test,1,160,72
allergen_1799,test,1,134,73
allergen_1334,test,1,838,74
allergen_1316,test,1,266,75
allergen_1069,test,1,254,76
allergen_2700,test,1,511,77
allergen_1686,test,1,351,78
allergen_3310,test,1,96,79
allergen_3438,test,1,222,80
allergen_259,test,1,131,81
allergen_1126,test,1,229,82
allergen_1078,test,1,394,83
allergen_2014,test,1,374,84
allergen_588,test,1,169,85
allergen_3504,test,1,157,86
allergen_1844,test,1,136,87
allergen_1211,test,1,11,88
allergen_2955,test,1,134,89
allergen_2038,test,1,397,90
allergen_1956,test,1,178,91
allergen_2848,test,1,211,92
allergen_1066,test,1,128,93
allergen_3145,test,1,208,94
allergen_2310,test,1,36,95
allergen_3304,test,1,87,96
allergen_1961,test,1,277,97
allergen_1668,test,1,157,98
allergen_2953,test,1,134,99
allergen_813,test,1,118,100
allergen_88,test,1,162,101
allergen_644,test,1,166,102
allergen_1269,test,1,380,103
allergen_977,test,1,151,104
allergen_1222,test,1,386,105
allergen_2439,test,1,416,106
allergen_2485,test,1,98,107
allergen_3228,test,1,414,108
allergen_3126,test,1,364,109
allergen_2967,test,1,134,110
allergen_2556,test,1,130,111
allergen_1672,test,1,518,112
allergen_2972,test,1,134,113
allergen_1394,test,1,262,114
allergen_1300,test,1,203,115
allergen_1487,test,1,160,116
allergen_1812,test,1,514,117
allergen_1314,test,1,25,118
allergen_839,test,1,247,119
allergen_1696,test,1,326,120
allergen_1000,test,1,525,121
allergen_718,test,1,150,122
allergen_2977,test,1,123,123
allergen_1629,test,1,52,124
allergen_3418,test,1,266,125
allergen_2623,test,1,160,126
allergen_1329,test,1,265,127
allergen_1575,test,1,246,128
allergen_1908,test,1,152,129
allergen_2105,test,1,94,130
allergen_2277,test,1,118,131
allergen_1717,test,1,35,132
allergen_2570,test,1,16,133
allergen_2229,test,1,132,134
allergen_183,test,1,160,135
allergen_2804,test,1,158,136
allergen_89,test,1,163,137
allergen_3515,test,1,28,138
allergen_2057,test,1,108,139
allergen_652,test,1,131,140
allergen_329,test,1,804,141
allergen_1395,test,1,75,142
allergen_1835,test,1,444,143
allergen_1788,test,1,131,144
allergen_59,test,1,133,145
allergen_922,test,1,208,146
allergen_3095,test,1,81,147
allergen_1276,test,1,240,148
allergen_1931,test,1,345,149
allergen_2847,test,1,133,150
allergen_3352,test,1,348,151
allergen_3134,test,1,106,152
allergen_3339,test,1,66,153
allergen_3217,test,1,553,154
allergen_3139,test,1,398,155
allergen_1234,test,1,660,156
allergen_634,test,1,115,157
allergen_2905,test,1,608,158
allergen_1662,test,1,356,159
allergen_49,test,1,92,160
allergen_1414,test,1,160,161
allergen_1983,test,1,131,162
allergen_1684,test,1,131,163
allergen_1533,test,1,222,164
allergen_953,test,1,161,165
allergen_3401,test,1,290,166
allergen_1356,test,1,361,167
allergen_2571,test,1,15,168
allergen_2460,test,1,13,169
allergen_2609,test,1,35,170
allergen_2699,test,1,141,171
allergen_2179,test,1,453,172
allergen_4,test,1,403,173
allergen_1942,test,1,380,174
allergen_3094,test,1,111,175
allergen_1940,test,1,500,176
allergen_2649,test,1,159,177
allergen_2918,test,1,134,178
allergen_1001,test,1,323,179
allergen_3015,test,1,479,180
allergen_2169,test,1,334,181
allergen_2724,test,1,406,182
allergen_890,test,1,118,183
allergen_795,test,1,160,184
allergen_276,test,1,168,185
allergen_358,test,1,131,186
allergen_1819,test,1,331,187
allergen_3009,test,1,232,188
allergen_1456,test,1,159,189
allergen_841,test,1,193,190
allergen_2278,test,1,92,191
allergen_1704,test,1,43,192
allergen_2861,test,1,125,193
allergen_1565,test,1,160,194
allergen_2161,test,1,117,195
allergen_2300,test,1,150,196
allergen_441,test,1,161,197
allergen_721,test,1,515,198
allergen_445,test,1,90,199
allergen_867,test,1,129,200
allergen_587,test,1,171,201
allergen_3500,test,1,138,202
allergen_2332,test,1,222,203
allergen_1653,test,1,53,204
allergen_3315,test,1,84,205
allergen_3162,test,1,255,206
allergen_643,test,1,150,207
allergen_1863,test,1,137,208
allergen_3267,test,1,170,209
allergen_1207,test,1,207,210
allergen_2218,test,1,174,211
allergen_2517,test,1,253,212
allergen_2569,test,1,20,213
allergen_3038,test,1,626,214
allergen_475,test,1,440,215
allergen_2781,test,1,121,216
allergen_2505,test,1,11,217
allergen_2792,test,1,116,218
allergen_1074,test,1,248,219
allergen_1587,test,1,177,220
allergen_1370,test,1,160,221
allergen_3075,test,1,204,222
allergen_3247,test,1,397,223
allergen_1421,test,1,267,224
allergen_2279,test,1,357,225
allergen_1724,test,1,132,226
allergen_1762,test,1,160,227
allergen_3232,test,1,436,228
allergen_2067,test,1,83,229
allergen_337,test,1,81,230
allergen_2585,test,1,18,231
allergen_2945,test,1,134,232
allergen_2752,test,1,83,233
allergen_2157,test,1,794,234
allergen_2930,test,1,134,235
allergen_725,test,1,195,236
allergen_498,test,1,553,237
allergen_2313,test,1,496,238
allergen_1889,test,1,129,239
allergen_112,test,1,374,240
allergen_1391,test,1,144,241
allergen_2269,test,1,107,242
allergen_85,test,1,607,243
allergen_1485,test,1,296,244
allergen_3067,test,1,139,245
allergen_3470,test,1,160,246
allergen_3452,test,1,253,247
allergen_811,test,1,284,248
allergen_746,test,1,356,249
allergen_3016,test,1,486,250
allergen_3373,test,1,162,251
allergen_1730,test,1,172,252
allergen_638,test,1,227,253
allergen_1728,test,1,281,254
allergen_2548,test,1,11,255
allergen_1570,test,1,404,256
allergen_2299,test,1,117,257
allergen_3205,test,1,249,258
allergen_2321,test,1,22,259
allergen_1205,test,1,288,260
allergen_2189,test,1,157,261
allergen_662,test,1,339,262
allergen_3037,test,1,386,263
allergen_845,test,1,284,264
allergen_1020,test,1,133,265
allergen_3346,test,1,355,266
allergen_2413,test,1,562,267
allergen_2922,test,1,134,268
allergen_1220,test,1,148,269
allergen_1111,test,1,553,270
allergen_902,test,1,180,271
allergen_1546,test,1,287,272
allergen_914,test,1,349,273
allergen_1654,test,1,303,274
allergen_390,test,1,202,275
allergen_3060,test,1,399,276
allergen_2333,test,1,222,277
allergen_97,test,1,160,278
allergen_3077,test,1,117,279
allergen_1483,test,1,209,280
allergen_3412,test,1,275,281
allergen_2933,test,1,131,282
allergen_3329,test,1,65,283
allergen_2074,test,1,619,284
allergen_1743,test,1,284,285
allergen_2991,test,1,438,286
allergen_221,test,1,470,287
allergen_1054,test,1,117,288
allergen_465,test,1,221,289
allergen_3325,test,1,75,290
allergen_389,test,1,211,291
allergen_2244,test,1,134,292
allergen_2374,test,1,839,293
allergen_1164,test,1,444,294
allergen_1446,test,1,160,295
allergen_482,test,1,131,296
allergen_684,test,1,423,297
allergen_3400,test,1,291,298
allergen_510,test,1,110,299
allergen_2113,test,1,363,300
allergen_1814,test,1,514,301
allergen_1088,test,1,163,302
allergen_179,test,1,259,303
allergen_1062,test,1,659,304
allergen_1916,test,1,144,305
allergen_2698,test,1,576,306
allergen_595,test,1,875,307
allergen_2325,test,1,303,308
allergen_373,test,1,161,309
allergen_2411,test,1,227,310
allergen_1380,test,1,145,311
allergen_520,test,1,875,312
allergen_1564,test,1,160,313
allergen_302,test,1,290,314
allergen_1147,test,1,434,315
allergen_3441,test,1,257,316
allergen_3439,test,1,232,317
allergen_1448,test,1,160,318
allergen_1527,test,1,222,319
allergen_3230,test,1,421,320
allergen_3061,test,1,111,321
allergen_1179,test,1,71,322
allergen_1155,test,1,133,323
allergen_773,test,1,92,324
allergen_3148,test,1,205,325
allergen_2722,test,1,149,326
allergen_623,test,1,136,327
allergen_1824,test,1,517,328
allergen_1216,test,1,562,329
allergen_2334,test,1,222,330
allergen_38,test,1,201,331
allergen_2566,test,1,16,332
allergen_2642,test,1,159,333
allergen_2551,test,1,12,334
allergen_2101,test,1,117,335
allergen_278,test,1,228,336
allergen_865,test,1,120,337
allergen_226,test,1,276,338
allergen_262,test,1,159,339
allergen_2415,test,1,159,340
allergen_705,test,1,129,341
allergen_342,test,1,159,342
allergen_943,test,1,216,343
allergen_81,test,1,137,344
allergen_3224,test,1,168,345
allergen_2807,test,1,466,346
allergen_518,test,1,158,347
allergen_2472,test,1,14,348
allergen_3023,test,1,380,349
allergen_1753,test,1,352,350
allergen_291,test,1,276,351
allergen_563,test,1,439,352
allergen_2372,test,1,141,353
allergen_1981,test,1,158,354
allergen_2121,test,1,374,355
allergen_3432,test,1,261,356
allergen_955,test,1,84,357
allergen_1864,test,1,137,358
allergen_1661,test,1,137,359
allergen_70,test,1,177,360
allergen_270,test,1,180,361
allergen_519,test,1,173,362
allergen_3151,test,1,155,363
allergen_1107,test,1,530,364
allergen_1750,test,1,227,365
allergen_962,test,1,659,366
allergen_3278,test,1,222,367
allergen_2392,test,1,160,368
allergen_2687,test,1,158,369
allergen_2627,test,1,159,370
allergen_1242,test,1,155,371
allergen_724,test,1,200,372
allergen_1648,test,1,240,373
allergen_472,test,1,109,374
allergen_2515,test,1,202,375
allergen_2371,test,1,138,376
allergen_3280,test,1,245,377
allergen_1641,test,1,522,378
allergen_1741,test,1,284,379
allergen_1113,test,1,109,380
allergen_1151,test,1,765,381
allergen_527,test,1,131,382
allergen_1209,test,1,299,383
allergen_727,test,1,108,384
allergen_2974,test,1,134,385
allergen_1130,test,1,264,386
allergen_1382,test,1,136,387
allergen_204,test,1,160,388
allergen_3072,test,1,245,389
allergen_3165,test,1,258,390
allergen_2746,test,1,167,391
allergen_1002,test,1,133,392
allergen_838,test,1,153,393
allergen_3476,test,1,138,394
allergen_1688,test,1,135,395
allergen_1877,test,1,150,396
allergen_675,test,1,510,397
allergen_292,test,1,276,398
allergen_3534,test,1,213,399
allergen_627,test,1,109,400
allergen_1029,test,1,407,401
allergen_1429,test,1,138,402
allergen_1402,test,1,112,403
allergen_1505,test,1,131,404
allergen_1905,test,1,152,405
allergen_1679,test,1,83,406
allergen_2456,test,1,13,407
allergen_1447,test,1,160,408
allergen_976,test,1,191,409
allergen_2347,test,1,30,410
allergen_1336,test,1,563,411
allergen_469,test,1,131,412
allergen_3187,test,1,266,413
allergen_923,test,1,351,414
allergen_827,test,1,434,415
allergen_16,test,1,258,416
allergen_3026,test,1,293,417
allergen_2591,test,1,17,418
allergen_2420,test,1,355,419
allergen_1279,test,1,318,420
allergen_1360,test,1,109,421
allergen_535,test,1,179,422
allergen_1219,test,1,144,423
allergen_939,test,1,150,424
allergen_1655,test,1,299,425
allergen_2478,test,1,23,426
allergen_1670,test,1,117,427
allergen_2719,test,1,158,428
allergen_313,test,1,204,429
allergen_2035,test,1,165,430
allergen_2259,test,1,143,431
allergen_3331,test,1,65,432
allergen_1678,test,1,520,433
allergen_164,test,1,272,434
allergen_1282,test,1,286,435
allergen_2664,test,1,475,436
allergen_1793,test,1,130,437
allergen_833,test,1,119,438
allergen_2593,test,1,11,439
allergen_3069,test,1,160,440
allergen_7,test,1,148,441
allergen_3181,test,1,254,442
allergen_552,test,1,131,443
allergen_2766,test,1,301,444
allergen_2780,test,1,192,445
allergen_450,test,1,131,446
allergen_1516,test,1,243,447
allergen_434,test,1,517,448
allergen_404,test,1,131,449
allergen_1,test,1,146,450
allergen_1694,test,1,523,451
allergen_2152,test,1,172,452
allergen_1569,test,1,292,453
allergen_1098,test,1,98,454
allergen_2725,test,1,211,455
allergen_1342,test,1,80,456
allergen_290,test,1,276,457
allergen_222,test,1,393,458
allergen_701,test,1,23,459
allergen_474,test,1,295,460
allergen_1914,test,1,152,461
allergen_2209,test,1,252,462
allergen_3051,test,1,184,463
allergen_2233,test,1,95,464
allergen_490,test,1,246,465
allergen_3448,test,1,256,466
allergen_3017,test,1,473,467
allergen_1630,test,1,132,468
allergen_1311,test,1,113,469
allergen_1213,test,1,605,470
allergen_1941,test,1,117,471
allergen_2175,test,1,131,472
allergen_3457,test,1,234,473
allergen_2947,test,1,134,474
allergen_2387,test,1,178,475
allergen_331,test,1,231,476
allergen_2876,test,1,630,477
allergen_792,test,1,378,478
allergen_1046,test,1,148,479
allergen_2671,test,1,142,480
allergen_1091,test,1,163,481
allergen_3372,test,1,180,482
allergen_1407,test,1,284,483
allergen_1255,test,1,26,484
allergen_2581,test,1,18,485
allergen_2971,test,1,134,486
allergen_852,test,1,193,487
allergen_473,test,1,109,488
allergen_850,test,1,284,489
allergen_2350,test,1,636,490
allergen_1471,test,1,171,491
allergen_2216,test,1,159,492
allergen_780,test,1,204,493
allergen_35,test,1,113,494
allergen_654,test,1,271,495
allergen_1588,test,1,179,496
allergen_3006,test,1,220,497
allergen_185,test,1,160,498
allergen_3357,test,1,335,499
allergen_851,test,1,356,500
allergen_501,test,1,134,501
allergen_895,test,1,266,502
allergen_2742,test,1,264,503
allergen_1258,test,1,379,504
allergen_1504,test,1,291,505
allergen_2846,test,1,605,506
allergen_592,test,1,236,507
allergen_2685,test,1,156,508
allergen_1915,test,1,152,509
allergen_1008,test,1,121,510
allergen_2171,test,1,133,511
allergen_1399,test,1,113,512
allergen_1241,test,1,705,513
allergen_1288,test,1,323,514
allergen_2085,test,1,860,515
allergen_1858,test,1,140,516
allergen_982,test,1,120,517
allergen_1954,test,1,190,518
allergen_485,test,1,262,519
allergen_3492,test,1,137,520
allergen_1733,test,1,322,521
allergen_1417,test,1,134,522
allergen_1189,test,1,480,523
allergen_706,test,1,497,524
allergen_2553,test,1,12,525
allergen_454,test,1,176,526
allergen_3309,test,1,96,527
allergen_1969,test,1,284,528
allergen_3240,test,1,410,529
allergen_1312,test,1,257,530
allergen_220,test,1,685,531
allergen_2891,test,1,402,532
allergen_414,test,1,264,533
allergen_1577,test,1,450,534
allergen_1811,test,1,514,535
allergen_1152,test,1,859,536
allergen_2281,test,1,169,537
allergen_2653,test,1,159,538
allergen_2018,test,1,688,539
allergen_1038,test,1,167,540
allergen_2378,test,1,29,541
allergen_958,test,1,309,542
allergen_3511,test,1,28,543
allergen_311,test,1,427,544
allergen_320,test,1,137,545
allergen_339,test,1,342,546
allergen_346,test,1,159,547
allergen_3384,test,1,145,548
allergen_641,test,1,131,549
allergen_3552,test,1,15,550
allergen_517,test,1,536,551
allergen_113,test,1,374,552
allergen_455,test,1,497,553
allergen_1934,test,1,373,554
allergen_2196,test,1,130,555
allergen_189,test,1,109,556
allergen_2288,test,1,202,557
allergen_3526,test,1,271,558
allergen_2770,test,1,398,559
allergen_1157,test,1,350,560
allergen_65,test,1,495,561
allergen_1850,test,1,132,562
allergen_2015,test,1,374,563
allergen_589,test,1,218,564
allergen_2618,test,1,212,565
allergen_3076,test,1,839,566
allergen_791,test,1,170,567
allergen_3081,test,1,213,568
allergen_2361,test,1,156,569
allergen_1720,test,1,285,570
allergen_2407,test,1,156,571
allergen_762,test,1,151,572
allergen_1250,test,1,151,573
allergen_2832,test,1,271,574
allergen_2753,test,1,269,575
allergen_692,test,1,137,576
allergen_1260,test,1,379,577
allergen_3545,test,1,17,578
allergen_935,test,1,248,579
allergen_191,test,1,316,580
allergen_3409,test,1,181,581
allergen_2466,test,1,11,582
allergen_1545,test,1,287,583
allergen_2934,test,1,134,584
allergen_1800,test,1,129,585
allergen_3203,test,1,252,586
allergen_199,test,1,631,587
allergen_1781,test,1,131,588
allergen_2202,test,1,525,589
allergen_937,test,1,292,590
allergen_2395,test,1,665,591
allergen_2911,test,1,565,592
allergen_3528,test,1,23,593
allergen_160,test,1,221,594
allergen_3491,test,1,137,595
allergen_3259,test,1,249,596
allergen_3408,test,1,275,597
allergen_1043,test,1,164,598
allergen_2862,test,1,147,599
allergen_1636,test,1,225,600
allergen_30,test,1,210,601
allergen_1292,test,1,296,602
allergen_2657,test,1,540,603
allergen_3445,test,1,257,604
allergen_2434,test,1,18,605
allergen_2429,test,1,552,606
allergen_2762,test,1,374,607
allergen_604,test,1,116,608
allergen_209,test,1,160,609
allergen_2100,test,1,134,610
allergen_2150,test,1,107,611
allergen_1373,test,1,25,612
allergen_1749,test,1,17,613
allergen_743,test,1,113,614
allergen_3256,test,1,389,615
allergen_1857,test,1,140,616
allergen_712,test,1,355,617
allergen_3284,test,1,242,618
allergen_513,test,1,141,619
allergen_621,test,1,564,620
allergen_2125,test,1,476,621
allergen_1764,test,1,159,622
allergen_3188,test,1,262,623
allergen_655,test,1,109,624
allergen_2298,test,1,117,625
allergen_3320,test,1,83,626
allergen_1419,test,1,133,627
allergen_3132,test,1,571,628
allergen_2562,test,1,321,629
allergen_1852,test,1,182,630
allergen_2237,test,1,132,631
allergen_1567,test,1,726,632
allergen_656,test,1,507,633
allergen_2919,test,1,131,634
allergen_496,test,1,117,635
allergen_1773,test,1,142,636
allergen_129,test,1,204,637
allergen_2999,test,1,213,638
allergen_2418,test,1,258,639
allergen_3461,test,1,236,640
allergen_2696,test,1,147,641
allergen_242,test,1,154,642
allergen_1482,test,1,131,643
allergen_48,test,1,109,644
allergen_1520,test,1,538,645
allergen_907,test,1,397,646
allergen_1979,test,1,138,647
allergen_3164,test,1,253,648
allergen_3078,test,1,171,649
allergen_2577,test,1,16,650
allergen_854,test,1,153,651
allergen_2544,test,1,11,652
allergen_1433,test,1,388,653
allergen_2679,test,1,153,654
allergen_3411,test,1,272,655
allergen_158,test,1,149,656
allergen_2854,test,1,307,657
allergen_2191,test,1,207,658
allergen_3308,test,1,67,659
allergen_2009,test,1,146,660
allergen_3510,test,1,44,661
allergen_957,test,1,284,662
allergen_1923,test,1,259,663
allergen_1150,test,1,159,664
allergen_3283,test,1,244,665
allergen_658,test,1,159,666
allergen_2409,test,1,32,667
allergen_606,test,1,231,668
allergen_3202,test,1,255,669
allergen_2761,test,1,286,670
allergen_2771,test,1,462,671
